series_name,e_nf@hi.a,empl@hi.a,ur@hi.a,nr@hi.a,y@hi.a,inf@hon.a,y_r@hi.a,ypc_r@hi.a,ys_r@hi.a,vis@hi.a,visus@hi.a,visjp@hi.a,visres@hi.a,vlos@hi.a,vday@hi.a,prm@hi.a,ocup%@hi.a,vexp@hi.a,e_nf@hon.a,empl@hon.a,ur@hon.a,nr@hon.a,y@hon.a,inf@hon.a,y_r@hon.a,ypc_r@hon.a,ys_r@hon.a,vis@hon.a,visus@hon.a,visjp@hon.a,visres@hon.a,vlos@hon.a,vday@hon.a,prm@hon.a,ocup%@hon.a,vexp@hon.a,e_nf@mau.a,empl@mau.a,ur@mau.a,nr@mau.a,y@mau.a,inf@hon.a,y_r@mau.a,ypc_r@mau.a,ys_r@mau.a,vis@mau.a,visus@mau.a,visjp@mau.a,visres@mau.a,vlos@mau.a,vday@mau.a,prm@mau.a,ocup%@mau.a,vexp@mau.a,e_nf@kau.a,empl@kau.a,ur@kau.a,nr@kau.a,y@kau.a,inf@hon.a,y_r@kau.a,ypc_r@kau.a,ys_r@kau.a,vis@kau.a,visus@kau.a,visjp@kau.a,visres@kau.a,vlos@kau.a,vday@kau.a,prm@kau.a,ocup%@kau.a,vexp@kau.a,e_nf@haw.a,empl@haw.a,ur@haw.a,nr@haw.a,y@haw.a,inf@hon.a,y_r@haw.a,ypc_r@haw.a,ys_r@haw.a,vis@haw.a,visus@haw.a,visjp@haw.a,visres@haw.a,vlos@haw.a,vday@haw.a,prm@haw.a,ocup%@haw.a,vexp@haw.a
1/1/1955,,,,539.292,1122694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1956,,,,558.575,1177852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1957,,,,584.466,1249297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1958,164.8166667,,,605.4,1296804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1959,177.125,,,622.1,1436756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1960,188.8416667,,,641.5,1624793,,,,,,,,,,,,,,159.2166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1961,193.7666667,,,658.7,1761303,,,,,,,,,,,,,,163.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1962,195.2833333,,,683.5,1885302,,,,,,,,,,,,,,164.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1963,199.6333333,,,682.2,2013717,,,,,,,,,,,,,,168.2166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1964,207.825,,,699.9,2191059,,6487221.318,9268.783137,7603.256847,,,,,,,,,,175.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1965,219.4333333,,,703.8,2406434,1.702442635,7005630.277,9954.007213,8270.742358,,,,,,,,,,184.975,,,,,1.702442635,,,,,,,,,,,,,,,,,,1.702442635,,,,,,,,,,,,,,,,,,1.702442635,,,,,,,,,,,,,,,,,,1.702442635,,,,,,,,,,,,
1/1/1966,232.075,,,710.3,2611648,2.959728287,7384490.104,10396.29749,8756.833176,,,,,,,,,,196.2916667,,,,,2.959728287,,,,,,,,,,,,,,,,,,2.959728287,,,,,,,,,,,,,,,,,,2.959728287,,,,,,,,,,,,,,,,,,2.959728287,,,,,,,,,,,,
1/1/1967,241.6583333,,,722.5,2831058,2.662582469,7797267.845,10792.06622,9069.543264,,,,,,,,,,204.825,,,,,2.662582469,,,,,,,,,,,,,,,,,,2.662582469,,,,,,,,,,,,,,,,,,2.662582469,,,,,,,,,,,,,,,,,,2.662582469,,,,,,,,,,,,
1/1/1968,255.4166667,,,734.5,3181535,3.855864127,8437219.89,11487.02504,9830.718232,,,,,,,,,,216.3333333,,,,,3.855864127,,,,,,,,,,,,,,,,,,3.855864127,,,,,,,,,,,,,,,,,,3.855864127,,,,,,,,,,,,,,,,,,3.855864127,,,,,,,,,,,,
1/1/1969,275.7583333,,,750.2,3646550,4.53038674,9251289.641,12331.76438,10777.16702,,,,,,,,,,234.6833333,,,,3135431,4.53038674,7954581.818,12027.90698,,,,,,,,,,,,,,,171396,4.53038674,434831.2896,9303.171247,,,,,,,,,,,,,,,111917,4.53038674,283933.1924,9336.15222,,,,,,,,,,,,,,,,4.53038674,577943.3404,9062.156448,,,,,,,,,,
1/1/1970,293.7166667,,,771.6,4229452,5.179704017,10201693.27,13221.47909,11582.71357,,,,,,,,,,250.075,,,631.6,3638544,5.179704017,8776387.538,13895.48375,,,,,,,,,,,,,,46.5,199671,5.179704017,481618.4925,10357.38693,,,,,,,,,,,,,,29.8,121243,5.179704017,292445.4271,9813.604937,,,,,,,,,,,,,,63.8,,5.179704017,651241.809,10207.55187,,,,,,,,,,
1/1/1971,301.5416667,,,801.6,4589275,4.16080402,10627421.84,13257.76178,11956.00154,,1252.9999,179.99,,,,,,,255.55,,,654.6,3930462,4.16080402,9101803.165,13904.37392,,,,,,,,,,,,,,49.1,220331,4.16080402,510222.308,10391.49303,,,,,,,,,,,,,,30.9,134832,4.16080402,312231.5708,10104.58158,,,,,,,,,,,,,,67,,4.16080402,703164.8012,10494.99703,,,,,,,,,,
1/1/1972,312.7,,,828.3,5053789,3.280586646,11331365.47,13680.26738,12585.20179,,1661.9999,235.02,,,,,,,265.0916667,,,674.9,4332294,3.280586646,9713663.677,14392.74511,,,,,,,,,,,15.65,,,51.5,242474,3.280586646,543663.6771,10556.57625,,,,,,,,,,,10.15833333,,,31.9,143778,3.280586646,322372.1973,10105.71151,,,,,,,,,,,21.85,,,70,,3.280586646,751665.9193,10738.08456,,,,,,,,,,
1/1/1973,327.4916667,,,851.6,5594397,4.484304933,12005143.78,14097.16273,13609.44206,,1953.0001,300,,,,,,,277.75,,,691.4,4792871,4.484304933,10285130.9,14875.80402,,,,,,,,,,,16.59166667,,,53.4,268607,4.484304933,576409.8712,10794.19235,,,,,,,,,,,10.69166667,,,32.9,160941,4.484304933,345366.9528,10497.47577,,,,,,,,,,,22.525,,,73.9,,4.484304933,798236.0515,10801.57039,,,,,,,,,,
1/1/1974,335.8833333,,,868,6365247,10.6223176,12347714.84,14225.47793,13821.53249,,1987.9999,400,,,,,,,284.875,,,707.6,5278618,10.6223176,10239802.13,14471.17317,,,,,,,,,,,17.60833333,,,53.8,357733,10.6223176,693953.4433,12898.76289,,,,,,,,,,,10.66666667,,,32.6,219322,10.6223176,425454.8982,13050.76375,,,,,,,,,,,22.81666667,,,74,,10.6223176,988504.3647,13358.16709,,,,,,,,,,
1/1/1975,342.8083333,,,886.2,6935988,9.13352732,12328818.84,13912.00501,14495.63028,2829.11,1980.0001,400.02,449.0899,,,,,,287.4166667,,,718.6,5834941,9.13352732,10371691.9,14433.19218,,,,,,,,,,,19.48333333,,,56.8,380832,9.13352732,676934.3801,11917.8588,,,,,,,,,,,11.6,,,33.4,211674,9.13352732,376253.5921,11265.07761,,,,,,,,,,,24.36666667,,,77.4,,9.13352732,903938.972,11678.79809,,,,,,,,,,
1/1/1976,349.1916667,372262,9.25,904.2,7462393,5.095541401,12621383.51,13958.61923,14379.70402,3220.16,2220.0001,440.02,560.1399,,,,,,291.2333333,,,728.3,6279222,5.095541401,10620248.63,14582.24444,,,,,,,,,,,20.81666667,,,60.3,422984,5.095541401,715406.3425,11864.11845,,,,,,,,,,,12.3,,,34.9,227668,5.095541401,385062.1564,11033.29961,,,,,,,,,,,24.91666667,,,80.7,,5.095541401,900666.3848,11160.67391,,,,,,,,,,
1/1/1977,359.425,386127.3333,7.733333333,918.3,8073932,5.017618041,13003245.74,14160.12821,15095.42343,3433.68,2360,440,633.68,,,,76.96666667,,298.4333333,,,737,6763883,5.017618041,10893382.9,14780.7095,,,,,,,,,,,22.40833333,,,63,474749,5.017618041,764593.7458,12136.40866,,,,,,,,,,,13.04166667,,,35.5,249828,5.017618041,402353.5096,11333.90168,,,,,,,,,,,25.63333333,,,82.8,729888,5.017618041,942915.5818,11387.86935,,,,,,,,,,
1/1/1978,377.325,394314.8333,6.691666667,931.6,8962652,7.74392699,13397088.19,14380.73013,15654.70852,3670.34,2457,524,689.34,,,38.75,80.40833333,,312.5416667,,,742.6,7503427,7.74392699,11215884.9,15103.53475,,,,,,,,,,,24.55,,,66.2,530715,7.74392699,793295.9641,11983.32272,,,,,,,,,,,13.68333333,,,36.8,275342,7.74392699,411572.4963,11184.03522,,,,,,,,,,,26.59166667,,,85.9,769596,7.74392699,976334.8281,11365.94678,,,,,,,,,,
1/1/1979,394.0166667,406447.8333,5.65,953.3,10049775,11.12979571,13517603.54,14179.80021,16013.0023,3960.54,2560,653.61,746.93,,,43.74666667,75.49166667,,325.7666667,,,756,8378422,11.12979571,11269524.63,14906.77861,,,,,,,,,,,26.36666667,,,69.7,613303,11.12979571,824932.5786,11835.47459,,,,,,,,,,,14.28333333,,,38.1,314084,11.12979571,422463.4871,11088.2805,,,,,,,,,,,27.65833333,,,89.4,812008,11.12979571,1000682.845,11193.32041,,,,,,,,,,
1/1/1980,404.1083333,419752.75,4.808333333,967.71,11458493,11.65162809,13804027.31,14264.63228,16067.06154,3934.51,2456,658.1,820.41,,,47.27833333,69.73333333,,333.0416667,,,764.6,9403025,11.65162809,11327808.45,14815.33933,,,,,,,,,,,27.5,,,71.6,731955,11.65162809,881784.9613,12315.43242,,,,,,,,,,,15.15833333,,,39.4,390834,11.65162809,470837.0646,11950.1793,,,,,,,,,,,28.46666667,,,92.9,852368,11.65162809,1123596.828,12094.69136,,,,,,,,,,
1/1/1981,404.7916667,428518.9167,5.15,978.195,12388952,10.47083626,13510307.52,13811.46655,15764.44929,3934.62,2314.0001,690.4,930.2199,,,49.6775,68.20833333,,332.3,,,767.573,10279502,10.47083626,11209925.85,14604.37749,,,,,,,,,,,28.48333333,,,74.043,766475,10.47083626,835850.5998,11288.71871,,,,,,,,,,,15.24166667,,,40.457,401033,10.47083626,437331.5158,10809.78609,,,,,,,,,,,28.86666667,,,96.122,877360,10.47083626,1027199.564,10686.4148,,,,,,,,,,
1/1/1982,399.3833333,432472.9167,5.933333333,993.78,13074994,6.025081788,13448181.02,13532.35225,15835.43327,4242.95,2600,715,927.95,,,51.75666667,70.625,,325.675,,,776.075,10822677,6.025081788,11131578.3,14343.43111,,,,,,,,,,,29.90833333,,,77.103,831061,6.025081788,854781.1777,11086.22463,,,,,,,,,,,15.15,,,41.804,433065,6.025081788,445425.5593,10655.09423,,,,,,,,,,,28.71666667,,,98.798,913424,6.025081788,1016395.989,10287.61704,,,,,,,,,,
1/1/1983,406.2166667,444018.4167,5.908333333,1012.717,14418432,2.155652696,14517026.81,14334.73202,16958.17427,4368.13,2906,729,733.13,,,54.86,70.39166667,,330.1,,,789.097,11835034,2.155652696,11915963.25,15100.75853,,,,,,,,,,,31.11666667,,,80.06,978080,2.155652696,984768.2175,12300.37744,,,,,,,,,,,15.74166667,,,42.796,488280,2.155652696,491618.9118,11487.49677,,,,,,,,,,,29.375,,,100.764,944956,2.155652696,1124676.427,11161.49049,,,,,,,,,,
1/1/1984,412.6583333,451382.0833,5.4,1027.922,15452778,4.18257331,14933827.49,14528.17188,17930.90118,4855.58,3168,816,871.58,,,59.7625,77.31666667,,334.3833333,,,797.791,12742146,4.18257331,12314226.62,15435.40429,,,,,,,,,,,32.19166667,,,82.969,1037533,4.18257331,1002689.539,12085.11057,,,,,,,,,,,15.74166667,,,43.634,505733,4.18257331,488748.9732,11201.10403,,,,,,,,,,,30.43333333,,,103.528,971340,4.18257331,1128162.358,10897.17137,,,,,,,,,,
1/1/1985,425.75,459415.6667,5.041666667,1039.698,16452104,3.265684143,15396782.84,14808.89916,18703.06103,4884.11,3200.0001,855.02,829.0899,,,68.6,76.175,,342.275,,,804.294,13550932,3.265684143,12681706.69,15767.5013,,,,,,,,,,,34.575,,,85.147,1127752,3.265684143,1055412.283,12395.17873,,,,,,,,,,,16.725,,,44.357,545905,3.265684143,510887.8924,11517.63853,,,,,,,,,,,32.25833333,,,105.9,996009,3.265684143,1148775.98,10847.74296,,,,,,,,,,
1/1/1986,438.5583333,473494.25,4.508333333,1051.762,17466509,2.36303373,15968771.32,15182.87533,19699.36383,5606.98,3739,944.01,923.97,,,72.79333333,80.59166667,,351.425,,,810.444,14306125,2.36303373,13079387.45,16138.5456,,,,,,,,,,,36.09166667,,,87.389,1229949,2.36303373,1124481.963,12867.54583,,,,,,,,,,,17.91666667,,,45.567,592304,2.36303373,541514.4566,11883.91723,,,,,,,,,,,33.2,,,108.362,1015369,2.36303373,1223387.452,11289.81979,,,,,,,,,,
1/1/1987,459.9583333,492721,3.641666667,1067.917,18621398,5.047426765,16206612.71,15175.9104,20296.77981,5799.83,3668.9998,1160.99,969.8402,,,79.89083333,81.25,,366.525,,,818.447,15230577,5.047426765,13255506.53,16195.92537,,,,,,,,,,,38.88333333,,,90.532,1331262,5.047426765,1158626.632,12797.97897,,,,,,,,,,,19.31666667,,,47.203,632976,5.047426765,550892.9504,11670.71903,,,,,,,,,,,35.3,,,111.735,1027821,5.047426765,1241586.597,11111.88613,,,,,,,,,,
1/1/1988,478.075,503770.3333,3.041666667,1079.827,20454251,5.961705831,16800206.16,15558.23864,21135.93429,6142.42,4037.1099,1216.77,888.5401,,,87.21916667,78.31666667,,378.1166667,,,824.072,16635061,5.961705831,13663294.46,16580.21927,,,,,,,,,,,41.86666667,,,93.767,1499601,5.961705831,1231705.133,13135.80613,,,,,,,,,,,21.025,,,48.549,753106,5.961705831,618567.5565,12741.09779,,,,,,,,,,,37.10833333,,,113.439,1050873,5.961705831,1286639.014,11342.12232,,,,,,,,,,
1/1/1989,505.4583333,515233,2.391666667,1094.588,22854598,5.749486653,17751144.08,16217.19229,22076.1165,6488.421944,4185.08336,1360.249122,943.0894613,,,95.13583333,79.15,,395.55,,,831.337,18416806,5.749486653,14304315.34,17206.39805,,,,,,,,84.35583333,86.45,,45.375,,,96.819,1747637,5.749486653,1357387.961,14019.85107,,,,,,,,132.77,73.03333333,,23.19166667,,,49.847,877488,5.749486653,681544.0777,13672.72008,,,,,,,,92.1325,71.09166667,,41.39166667,,,116.585,1056027,5.749486653,1407896.699,12076.13929,,,,,,,,114.535,60.85833333,
