Version 1.0,All ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,
Less: Labor Income ,"4,273",0,0,0,0,0,0,3,4,6,10,22,52,113,222,396,648,979,"1,391","1,864","2,389","2,945","3,538","4,128","4,732","5,326","5,883","6,347","6,782","7,142","7,471","7,771","8,138","8,455","8,835","9,136","9,419","9,597","9,821","9,901","9,969","10,003","10,046","9,983","9,912","9,864","9,738","9,500","9,213","8,928","8,620","8,390","8,185","8,026","7,895","7,708","7,438","7,227","6,981","6,616","6,225","5,853","5,429","4,955","4,581","4,287","3,996","3,729","3,534","3,278","2,941","2,621","2,316","2,023","1,799","1,628","1,459","1,276","1,094",930,794,671,578,529,465,410,379,363,287,213,145,19,
Earnings,"3,014",0,0,0,0,0,0,0,1,2,5,14,37,83,170,314,534,823,"1,188","1,599","2,045","2,497","2,960","3,405","3,847","4,260","4,641","4,954","5,243","5,466","5,680","5,878","6,086","6,238","6,457","6,614","6,732","6,847","7,035","7,112","7,177","7,233","7,260","7,128","6,960","6,783","6,542","6,209","5,914","5,652","5,409","5,209","5,078","4,950","4,825","4,642","4,427","4,169","3,947","3,661","3,395","3,140","2,901","2,564","2,294","2,042","1,808","1,613","1,501","1,362","1,215","1,049",873,693,561,448,375,318,285,244,220,191,167,144,125,103,90,80,58,42,29,4,
Self-employment Labor Income,"1,259",0,0,0,0,0,0,3,3,4,5,8,15,30,53,82,114,156,203,266,345,448,577,724,885,"1,066","1,242","1,393","1,539","1,676","1,791","1,892","2,052","2,217","2,378","2,522","2,687","2,750","2,786","2,788","2,792","2,770","2,785","2,856","2,953","3,081","3,196","3,292","3,299","3,276","3,212","3,182","3,107","3,077","3,070","3,067","3,011","3,058","3,034","2,954","2,830","2,713","2,528","2,390","2,287","2,245","2,189","2,116","2,033","1,916","1,726","1,572","1,444","1,330","1,239","1,180","1,084",957,808,686,574,480,411,385,340,307,289,283,229,171,117,15,
Reallocations,"2,944","3,112","3,117","3,195","3,283","3,378","4,947","5,248","5,816","5,241","5,517","5,696","5,790","6,602","6,354","6,458","6,391","6,131","5,754","5,571","5,338","5,274","4,651","4,063","3,549","2,874","2,367","1,957","1,520","1,230",881,624,268,6,-310,-631,-875,-978,"-1,275","-1,358","-1,417","-1,416","-1,404","-1,328","-1,314","-1,215","-1,148",-860,-582,-253,111,406,596,696,858,"1,106","1,344","1,672","1,882","2,242","2,541","2,811","3,080","3,491","3,837","4,042","4,207","4,378","4,607","4,770","4,901","5,266","5,634","5,939","6,231","6,348","6,452","6,749","6,928","6,866","6,994","7,106","7,077","6,943","7,118","7,174","7,372","7,367","7,336","7,395","7,440","6,497",
Transfers,242,"3,082","3,086","3,164","3,250","3,343","4,910","5,211","5,778","5,202","5,476","5,653","5,745","6,555","6,304","6,405","6,079","5,683","5,288","5,017","4,634","4,276","3,510","2,754","1,993","1,302",525,-295,"-1,093","-1,906","-2,801","-3,477","-4,045","-4,598","-5,028","-5,369","-5,789","-6,167","-6,562","-6,835","-7,070","-7,363","-7,586","-7,553","-7,615","-7,556","-7,486","-7,329","-7,148","-6,916","-6,707","-6,418","-6,227","-6,045","-5,896","-5,496","-5,242","-4,889","-4,573","-4,110","-3,738","-3,412","-3,079","-2,692","-2,375","-2,000","-1,673","-1,245",-816,-481,-360,-98,115,613,949,"1,146","1,361","1,690","1,755","1,885","1,990","2,172","2,275","2,252","2,207","2,381","2,522","2,579","2,514","2,813","2,846","2,953",
Public Transfers,0,339,326,305,282,253,"1,275","1,320","1,345","1,452","1,509","1,567","1,616","1,827","1,859","1,783","1,540","1,224",973,816,630,486,215,-26,-246,-419,-628,-831,"-1,025","-1,189","-1,448","-1,561","-1,626","-1,630","-1,624","-1,635","-1,647","-1,692","-1,818","-1,922","-1,978","-2,116","-2,254","-2,241","-2,236","-2,182","-2,094","-1,906","-1,728","-1,525","-1,309","-1,098",-954,-804,-701,-498,-358,-171,-68,117,262,402,556,777,856,"1,006","1,202","1,479","1,702","1,898","2,038","2,205","2,304","2,390","2,450","2,553","2,595","2,625","2,591","2,592","2,568","2,569","2,578","2,542","2,498","2,444","2,382","2,350","2,308","2,259","2,186","1,375",
"Public Transfers, Inflows","1,549",704,703,692,681,664,"1,699","1,757","1,798","1,919","1,993","2,071","2,141","2,376","2,435","2,387","2,214","1,990","1,831","1,767","1,697","1,680","1,538","1,428","1,321","1,257","1,174","1,126","1,119","1,094","1,042","1,028","1,011","1,025","1,072","1,039","1,072","1,057","1,060","1,069","1,073","1,079","1,071","1,116","1,154","1,202","1,247","1,288","1,336","1,408","1,458","1,500","1,547","1,603","1,681","1,782","1,838","1,894","1,941","2,020","2,087","2,149","2,231","2,351","2,378","2,456","2,548","2,642","2,743","2,839","2,919","3,063","3,138","3,188","3,213","3,285","3,309","3,319","3,279","3,268","3,228","3,214","3,210","3,148","3,090","3,020","2,944","2,891","2,835","2,777","2,696","1,864",
"Public Transfers, Outflows","1,550",365,376,388,399,411,424,438,452,467,484,504,525,549,575,605,674,766,858,951,"1,067","1,193","1,323","1,454","1,566","1,676","1,801","1,958","2,145","2,284","2,490","2,588","2,637","2,656","2,696","2,674","2,720","2,749","2,877","2,992","3,051","3,196","3,325","3,358","3,390","3,384","3,341","3,194","3,064","2,933","2,767","2,598","2,501","2,407","2,382","2,280","2,195","2,065","2,009","1,903","1,825","1,747","1,675","1,573","1,522","1,450","1,346","1,163","1,041",941,881,859,834,798,762,731,715,695,688,676,659,645,632,606,592,576,562,542,527,518,511,489,
"Public Transfers, Education",0,-98,-101,-104,-107,-110,941,"1,013","1,010","1,064","1,065","1,065","1,060","1,228","1,233","1,152",962,732,582,538,478,453,290,140,-18,-147,-298,-408,-467,-525,-616,-640,-667,-669,-644,-690,-682,-709,-741,-767,-786,-831,-893,-902,-911,-909,-898,-858,-823,-788,-743,-698,-672,-647,-640,-613,-590,-555,-540,-511,-490,-469,-450,-423,-409,-390,-362,-313,-280,-253,-237,-231,-224,-214,-205,-196,-192,-187,-185,-182,-177,-173,-170,-163,-159,-155,-151,-146,-142,-139,-137,-131,
"Public Transfers, Education, Inflows",417,0,0,0,0,0,"1,054","1,130","1,132","1,189","1,195","1,200","1,201","1,376","1,387","1,314","1,143",937,812,793,765,773,646,530,403,304,186,118,109,89,53,55,41,45,80,28,49,30,32,36,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Public Transfers, Education, Outflows",416,98,101,104,107,110,114,118,122,125,130,135,141,148,155,163,181,206,230,256,287,321,356,391,421,450,484,526,576,614,669,695,709,714,724,718,731,739,773,804,820,859,893,902,911,909,898,858,823,788,743,698,672,647,640,613,590,555,540,511,490,469,450,423,409,390,362,313,280,253,237,231,224,214,205,196,192,187,185,182,177,173,170,163,159,155,151,146,142,139,137,131,
"Public Transfers, Health",0,140,137,125,112,94,72,53,37,24,15,8,4,2,2,4,3,1,1,3,4,6,5,2,1,-2,-8,-21,-42,-60,-90,-109,-120,-127,-137,-138,-149,-155,-174,-188,-194,-209,-221,-220,-218,-210,-196,-168,-143,-118,-89,-59,-38,-16,-3,22,46,76,95,119,139,158,177,202,220,242,270,309,340,367,388,402,419,440,464,493,523,545,560,569,572,566,562,561,559,560,562,564,566,568,569,58,
"Public Transfers, Health, Inflows",214,190,189,179,167,150,130,113,99,89,82,78,76,78,81,87,96,107,120,135,152,171,188,203,218,230,241,249,254,256,254,250,245,240,236,232,227,225,224,225,228,233,239,245,251,258,266,273,281,287,294,300,308,317,326,338,350,362,373,382,392,400,409,419,430,443,456,470,484,497,510,521,534,550,569,594,622,642,656,663,664,656,649,644,641,639,639,639,639,639,639,126,
"PublicTransfers,  Health, Outflows",214,51,52,54,55,57,59,61,63,65,67,70,73,76,80,84,93,106,119,132,148,165,183,201,217,232,249,271,297,316,344,358,365,367,373,370,376,380,398,414,422,442,460,465,469,468,462,442,424,406,383,359,346,333,330,315,304,286,278,263,252,242,232,218,211,201,186,161,144,130,122,119,115,110,105,101,99,96,95,93,91,89,87,84,82,80,78,75,73,72,71,68,
"Public Transfers, Pensions",0,-26,-27,-28,-28,-29,-30,-31,-32,-33,-34,-36,-37,-39,-41,-43,-48,-54,-61,-68,-76,-85,-94,-103,-111,-119,-128,-139,-152,-162,-169,-173,-173,-171,-171,-166,-166,-165,-171,-176,-179,-187,-191,-174,-164,-142,-121,-98,-58,7,56,89,120,159,210,284,330,380,424,490,542,577,631,701,697,730,779,813,848,865,879,923,923,905,869,879,877,881,849,851,833,852,872,838,820,791,760,756,750,736,699,524,
"Public Transfers, Pensions, Inflows",110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,14,17,20,24,27,30,33,37,38,40,45,64,76,98,116,129,160,215,252,273,298,329,379,446,486,526,567,625,671,701,750,813,805,833,874,896,922,931,941,984,982,961,924,931,927,930,898,899,880,898,917,881,862,832,800,794,787,773,735,559,
"Public Transfers, Pensions, Outflows",110,26,27,28,28,29,30,31,32,33,34,36,37,39,41,43,48,54,61,68,76,85,94,103,111,119,128,139,152,162,177,184,187,189,191,190,193,195,204,212,217,227,236,238,241,240,237,227,218,208,196,184,178,171,169,162,156,147,143,135,130,124,119,112,108,103,96,83,74,67,63,61,59,57,54,52,51,49,49,48,47,46,45,43,42,41,40,38,37,37,36,35,
"Public Transfers, Other in-kind",0,393,389,385,382,378,373,369,364,359,353,347,340,332,323,313,290,260,230,199,160,118,75,32,-5,-42,-83,-135,-197,-243,-311,-344,-360,-366,-380,-372,-388,-397,-440,-478,-497,-545,-588,-599,-610,-608,-594,-545,-502,-458,-403,-347,-315,-284,-276,-242,-214,-171,-152,-117,-91,-65,-41,-8,9,33,68,128,169,202,222,229,237,249,261,272,277,284,286,290,295,300,305,313,318,323,328,334,339,342,345,352,
"Public Transfers, Other in-kind, Inflows",514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,
"Public Transfers, Other in-kind, Outflows",514,121,125,129,132,136,141,145,150,155,160,167,174,182,191,201,223,254,284,315,354,396,439,482,519,556,597,649,711,757,825,858,874,880,894,886,901,911,954,992,"1,011","1,059","1,102","1,113","1,124","1,122","1,107","1,059","1,016",972,917,861,829,798,790,756,728,684,666,631,605,579,555,522,504,481,446,386,345,312,292,285,276,265,253,242,237,230,228,224,219,214,209,201,196,191,186,180,175,172,169,162,
"Public Transfers, Other cash",-1,-70,-72,-74,-76,-78,-81,-83,-33,38,110,183,249,304,343,356,332,286,221,144,63,-6,-61,-96,-112,-110,-111,-128,-167,-200,-260,-295,-306,-297,-292,-268,-263,-265,-292,-313,-322,-345,-361,-346,-334,-313,-285,-237,-202,-167,-130,-83,-49,-15,7,50,69,99,105,136,162,201,239,305,339,390,447,541,625,718,787,881,949,"1,010","1,060","1,107","1,110","1,101","1,080","1,064","1,045","1,024","1,010",993,961,925,883,841,794,752,711,572,
"Public Transfers, Other cash, Inflows",294,0,0,0,0,0,0,0,53,127,202,279,349,409,452,472,461,432,384,326,266,222,191,181,186,210,232,245,242,236,214,199,197,209,222,241,255,258,256,257,259,264,273,294,312,331,351,371,382,392,398,412,428,443,461,484,488,492,488,499,510,534,559,605,629,667,704,762,823,897,955,"1,044","1,108","1,162","1,206","1,246","1,246","1,234","1,211","1,193","1,171","1,147","1,130","1,109","1,074","1,035",990,944,895,851,808,665,
"Public Transfers, Other cash, Outflows",295,70,72,74,76,78,81,83,86,89,92,96,100,105,110,115,128,146,163,181,203,227,252,277,298,319,343,373,409,435,474,493,502,506,514,509,518,524,548,570,581,609,633,640,646,645,637,609,584,559,527,495,476,459,454,434,418,393,383,363,348,333,319,300,290,276,256,222,198,179,168,164,159,152,145,139,136,132,131,129,126,123,120,115,113,110,107,103,100,99,97,93,
Private Transfers,243,"2,743","2,760","2,859","2,968","3,090","3,636","3,892","4,433","3,750","3,967","4,086","4,129","4,728","4,445","4,623","4,539","4,458","4,315","4,201","4,003","3,790","3,295","2,780","2,239","1,720","1,153",536,-68,-717,"-1,353","-1,917","-2,419","-2,968","-3,404","-3,734","-4,141","-4,475","-4,745","-4,913","-5,092","-5,247","-5,332","-5,311","-5,379","-5,373","-5,392","-5,423","-5,420","-5,391","-5,398","-5,320","-5,273","-5,241","-5,194","-4,998","-4,885","-4,718","-4,506","-4,227","-4,000","-3,814","-3,636","-3,470","-3,230","-3,006","-2,875","-2,724","-2,518","-2,379","-2,398","-2,303","-2,189","-1,777","-1,501","-1,407","-1,234",-935,-836,-708,-578,-397,-303,-290,-291,-63,140,229,206,554,661,"1,578",
"Private Transfers, Inflows","2,792","2,743","2,760","2,859","2,968","3,090","3,636","3,892","4,433","3,750","3,967","4,086","4,129","4,730","4,448","4,631","4,573","4,527","4,428","4,392","4,304","4,235","3,915","3,614","3,321","3,063","2,795","2,500","2,228","1,954","1,759","1,619","1,581","1,548","1,549","1,557","1,466","1,392","1,327","1,281","1,240","1,217","1,212","1,267","1,257","1,305","1,293","1,301","1,312","1,314","1,317","1,343","1,346","1,340","1,305","1,405","1,412","1,471","1,549","1,651","1,704","1,748","1,781","1,793","1,904","1,964","1,927","1,944","2,068","2,063","1,955","1,991","2,005","2,284","2,456","2,477","2,545","2,702","2,721","2,742","2,752","2,820","2,777","2,728","2,626","2,688","2,759","2,718","2,547","2,743","2,717","3,088",
"Private Transfers, Outflows","2,549",0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,34,69,113,191,300,444,619,834,"1,082","1,343","1,642","1,964","2,296","2,670","3,112","3,535","4,000","4,516","4,954","5,290","5,608","5,867","6,071","6,194","6,332","6,464","6,544","6,579","6,635","6,679","6,685","6,724","6,732","6,705","6,715","6,664","6,619","6,581","6,499","6,403","6,296","6,189","6,055","5,878","5,704","5,562","5,417","5,263","5,134","4,970","4,802","4,669","4,586","4,442","4,353","4,293","4,194","4,060","3,957","3,884","3,779","3,636","3,556","3,449","3,330","3,217","3,080","3,018","2,917","2,751","2,619","2,488","2,341","2,189","2,056","1,510",
Interhousehold Transfers,243,5,5,6,6,7,7,19,20,21,25,31,39,47,59,73,97,126,178,237,308,370,425,450,471,480,463,426,400,385,369,373,397,425,442,460,452,425,406,356,304,261,244,224,218,224,214,193,182,186,175,173,172,189,203,226,245,255,283,283,303,324,330,368,410,447,471,515,545,582,613,637,658,680,690,718,747,758,770,769,757,739,700,663,620,580,550,519,502,508,492,465,
"Interhousehold Transfers, Inflows",357,5,5,6,6,7,7,19,20,21,25,31,39,47,59,73,97,126,178,237,308,382,453,493,530,556,554,533,516,511,507,524,560,593,619,642,644,624,611,575,536,513,499,485,492,501,507,506,506,508,513,516,532,548,564,579,591,597,602,608,617,628,643,664,684,711,737,762,790,811,834,857,883,907,928,949,969,979,989,980,964,947,901,855,805,757,716,673,639,625,594,507,
"Interhousehold Transfers, Outflows",115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,44,60,75,91,107,116,126,138,150,163,168,177,182,191,199,205,219,231,251,255,261,274,277,294,313,324,322,339,343,361,359,362,353,346,342,320,325,315,304,313,296,275,263,266,247,245,229,221,220,225,227,238,231,222,221,219,211,207,208,201,192,185,177,166,155,137,117,102,42,
Intrahousehold Transfers,0,"2,739","2,755","2,854","2,962","3,084","3,629","3,873","4,413","3,728","3,942","4,055","4,090","4,681","4,386","4,550","4,442","4,332","4,137","3,964","3,695","3,421","2,871","2,331","1,768","1,240",690,110,-468,"-1,101","-1,722","-2,290","-2,816","-3,393","-3,847","-4,194","-4,593","-4,900","-5,151","-5,269","-5,396","-5,509","-5,577","-5,535","-5,596","-5,597","-5,606","-5,616","-5,602","-5,576","-5,573","-5,493","-5,445","-5,430","-5,397","-5,224","-5,129","-4,973","-4,788","-4,510","-4,303","-4,138","-3,965","-3,837","-3,640","-3,453","-3,346","-3,239","-3,063","-2,961","-3,012","-2,940","-2,847","-2,456","-2,191","-2,125","-1,980","-1,693","-1,605","-1,476","-1,335","-1,136","-1,004",-953,-912,-643,-410,-289,-296,46,168,"1,113",
"Intrahousehold Transfers, Inflows","2,435","2,739","2,755","2,854","2,962","3,084","3,629","3,873","4,413","3,728","3,942","4,055","4,090","4,682","4,389","4,558","4,476","4,401","4,250","4,155","3,995","3,853","3,462","3,121","2,790","2,508","2,241","1,967","1,712","1,443","1,252","1,095","1,021",955,930,915,823,768,715,707,705,704,713,783,765,805,786,795,806,806,803,827,814,792,741,827,820,874,947,"1,043","1,087","1,120","1,138","1,130","1,220","1,253","1,189","1,183","1,278","1,252","1,120","1,134","1,122","1,377","1,528","1,528","1,576","1,722","1,732","1,761","1,788","1,873","1,876","1,873","1,821","1,931","2,043","2,044","1,908","2,117","2,123","2,580",
"Intrahousehold Transfers, Outflows","2,435",0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,34,69,113,191,300,432,591,790,"1,023","1,268","1,550","1,857","2,180","2,544","2,974","3,385","3,838","4,348","4,777","5,108","5,416","5,668","5,866","5,975","6,101","6,213","6,289","6,318","6,361","6,402","6,391","6,411","6,408","6,383","6,376","6,320","6,258","6,221","6,138","6,050","5,950","5,847","5,735","5,553","5,389","5,258","5,104","4,967","4,860","4,706","4,536","4,421","4,341","4,213","4,132","4,073","3,969","3,833","3,719","3,653","3,557","3,415","3,337","3,238","3,123","3,009","2,880","2,827","2,732","2,574","2,452","2,334","2,204","2,071","1,954","1,468",
"Intrahousehold Transfers, Consumption",0,"2,739","2,755","2,854","2,962","3,084","3,629","3,873","4,413","3,728","3,942","4,055","4,090","4,681","4,386","4,550","4,442","4,332","4,137","3,964","3,695","3,421","2,871","2,331","1,768","1,240",690,110,-468,"-1,104","-1,728","-2,298","-2,828","-3,333","-3,793","-4,145","-4,549","-4,861","-5,117","-5,239","-5,370","-5,486","-5,558","-5,521","-5,588","-5,594","-5,607","-5,620","-5,605","-5,579","-5,576","-5,496","-5,446","-5,432","-5,398","-5,227","-5,140","-4,992","-4,816","-4,554","-4,360","-4,205","-4,042","-3,918","-3,719","-3,526","-3,416","-3,305","-3,127","-3,023","-3,073","-3,000","-2,905","-2,512","-2,244","-2,174","-2,026","-1,735","-1,644","-1,513","-1,370","-1,167","-1,031",-977,-933,-661,-426,-305,-311,34,158,"1,109",
"Intrahousehold Transfers, Consumption, Inflows","2,420","2,739","2,755","2,854","2,962","3,084","3,629","3,873","4,413","3,728","3,942","4,055","4,090","4,682","4,389","4,558","4,476","4,401","4,250","4,155","3,995","3,853","3,462","3,121","2,790","2,508","2,241","1,967","1,712","1,440","1,246","1,086","1,010",941,914,896,802,746,692,683,681,681,691,762,744,784,765,772,781,779,772,790,772,741,677,745,725,768,840,939,992,"1,031","1,054","1,048","1,141","1,180","1,120","1,117","1,215","1,190","1,058","1,074","1,064","1,321","1,475","1,479","1,531","1,680","1,693","1,725","1,753","1,842","1,849","1,849","1,800","1,913","2,026","2,028","1,893","2,104","2,112","2,576",
"Intrahousehold Transfers, Consumption, Outflows","2,420",0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,34,69,113,191,300,432,591,790,"1,023","1,268","1,550","1,857","2,180","2,544","2,974","3,385","3,838","4,274","4,706","5,040","5,352","5,607","5,809","5,922","6,051","6,167","6,249","6,283","6,332","6,378","6,371","6,392","6,387","6,358","6,348","6,287","6,218","6,172","6,075","5,972","5,865","5,760","5,656","5,493","5,352","5,236","5,096","4,966","4,860","4,706","4,536","4,421","4,341","4,213","4,132","4,073","3,969","3,833","3,719","3,653","3,557","3,415","3,337","3,238","3,123","3,009","2,880","2,827","2,732","2,574","2,452","2,333","2,204","2,071","1,953","1,467",
"Intrahousehold Transfers, Education",0,0,0,0,0,0,489,652,"1,105",310,393,363,291,786,468,562,414,358,213,210,169,262,129,88,44,-29,-75,-96,-136,-171,-216,-252,-299,-335,-383,-413,-442,-475,-495,-489,-493,-486,-485,-470,-455,-446,-420,-403,-397,-377,-370,-359,-347,-344,-328,-320,-306,-293,-287,-264,-250,-238,-225,-213,-207,-197,-180,-175,-177,-164,-156,-149,-146,-133,-124,-121,-119,-106,-110,-102,-102,-94,-86,-83,-93,-80,-73,-60,-57,-52,-46,-23,
"Intrahousehold Transfers, Education, Inflows",158,0,0,0,0,0,489,652,"1,105",310,393,363,291,786,468,562,416,361,218,218,182,280,154,124,95,36,11,13,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Education, Outflows",158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,8,13,18,25,36,51,65,86,109,137,171,218,254,300,335,383,413,442,475,495,489,493,486,485,470,455,446,420,403,397,377,370,359,347,344,328,320,306,293,287,264,250,238,225,213,207,197,180,175,177,164,156,149,146,133,124,121,119,106,110,102,102,94,86,83,93,80,73,60,57,52,46,23,
