country,Group,year,varName,Name,type,Units,Nominal,NageGroups,last age,single,status,age0,age1,age2,age3,age4,age5,age6,age7,age8,age9,age10,age11,age12,age13,age14,age15,age16,age17,age18,age19,age20,age21,age22,age23,age24,age25,age26,age27,age28,age29,age30,age31,age32,age33,age34,age35,age36,age37,age38,age39,age40,age41,age42,age43,age44,age45,age46,age47,age48,age49,age50,age51,age52,age53,age54,age55,age56,age57,age58,age59,age60,age61,age62,age63,age64,age65,age66,age67,age68,age69,age70,age71,age72,age73,age74,age75,age76,age77,age78,age79,age80,age81,age82,age83,age84,age85,age86,age87,age88,age89,age90,age91,age92,age93,age94,age95,age96,age97,age98,age99,age100
Canada,Americas,2006,C,Consumption,Mean,Units,Constant 2005 PPP,91,90+,Single,Reviewed,17304.65153,12805.98247,13096.77421,13361.32253,17250.98534,17925.89973,20400.44327,21353.89835,22060.29752,21003.46351,22598.0538,22631.50556,22842.23876,22635.68718,24171.00213,25030.5604,24789.40516,24682.86503,26845.63862,26822.17647,27118.11167,26548.27564,27070.67759,26226.579,25918.84057,26010.45445,26129.76726,25392.87756,25712.86277,25362.69745,24934.29722,23518.29836,24884.28796,24189.72855,25146.0909,23770.54814,23082.33099,26910.63547,25298.06887,24963.51314,24385.48232,24869.45023,23036.11896,23488.35521,23420.78704,23223.97099,23365.34993,22975.76991,24095.67652,23606.67177,23199.9745,23337.93512,24580.34786,25167.86466,25013.10206,26203.4097,26343.15614,25492.00823,25792.23562,24371.20674,25255.97532,25058.80909,25648.58222,24600.52927,25782.44744,24680.89028,23826.25028,24827.47409,24184.83274,22804.96812,24182.43249,25102.12338,27515.03444,26764.61124,26662.2488,26249.42268,25097.27486,23903.422,24437.25663,25300.79551,24238.52359,28286.81734,29874.14416,31405.44915,30661.60695,30413.05267,30439.36522,36385.35347,38415.95433,48312.59126,33028.19319,33028.19319,33028.19319,33028.19319,33028.19319,33028.19319,33028.19319,33028.19319,33028.19319,33028.19319,33028.19319
Canada,Americas,2006,YL,Labor Income,Mean,Units,Constant 2005 PPP,91,90+,Single,Reviewed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.5189907,1284.508707,2341.427749,3742.927048,7049.045974,9876.56164,11378.32488,13242.7204,14455.12284,16935.98726,20271.83351,20977.65173,24415.07273,24819.45665,29708.33022,29212.94584,28980.52895,28193.94828,28320.7453,37275.28523,33774.57388,33451.92011,38585.7067,31272.70477,35421.53501,33561.43811,38653.39639,47341.11933,34122.33995,36991.71554,34785.51904,37714.3017,36642.61208,44967.06777,38665.42247,36118.69341,36052.69677,43727.16266,33613.13243,33598.23494,30924.39033,37495.53539,25889.17089,28828.89681,27705.51316,21776.53867,19178.34084,23844.67596,17678.53906,20549.28933,13660.48126,11388.28257,9275.227557,5666.54911,5900.637697,4058.082909,4744.001781,9583.462135,12508.31731,1435.012101,3044.501501,356.1623272,1278.409111,821.1476877,9343.304689,2515.679102,3466.987485,2227.81666,4090.281998,9194.975035,0,2499.278585,0,5506.604607,129.9430503,5.220415527,5.220415527,5.220415527,5.220415527,5.220415527,5.220415527,5.220415527,5.220415527,5.220415527,5.220415527,5.220415527
Chile,Americas,1997,C,Consumption,Smooth Mean,Units,Constant 2005 PPP,91,90+,Single,Reviewed,2038.746412,3016.349084,4028.145684,4137.837726,4271.272127,4561.089437,4907.464214,4981.393006,5308.865142,5461.609173,5746.366874,5875.026816,6142.932099,6276.877638,6515.34211,6741.501921,6994.341168,7146.064944,7136.823021,6936.98436,7079.310064,7213.673066,7364.778802,7318.439735,7296.55232,7270.746377,7245.295093,7223.790328,7230.696733,7248.840946,7275.936466,7286.575631,7309.756261,7407.276849,7510.62713,7616.580734,7713.488827,7809.764706,7895.211988,7970.257006,8064.304093,8152.021787,8240.424825,8126.299557,8009.045109,7878.969981,7753.75669,7641.617564,7834.287902,8028.773939,8235.969529,8445.286028,8642.569216,8586.304074,8538.241445,8487.645145,8417.831026,8354.925023,8290.68837,8206.013075,8128.127991,8060.096965,7998.194525,7934.812216,7879.104609,7825.15969,7769.533403,7712.424209,7795.236799,7867.805004,7918.148931,7954.886378,7977.790974,7980.345893,8014.690895,8064.160266,8138.31572,8200.848962,8280.100942,8289.334612,8294.727605,8278.852815,8267.660254,8246.983422,8235.549851,8207.643505,8157.458061,8123.191935,8071.449354,7961.361249,7858.332765,7858.332765,7858.332765,7858.332765,7858.332765,7858.332765,7858.332765,7858.332765,7858.332765,7858.332765,7858.332765
Chile,Americas,1997,YL,Labor Income,Smooth Mean,Units,Constant 2005 PPP,91,90+,Single,Reviewed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.4736273,728.2395277,1094.575467,1556.961369,2130.974832,2779.607531,3500.21366,4265.887794,5068.271483,5899.099314,6701.528691,7439.808014,8083.116461,8651.852083,9123.312299,9484.122253,9726.48893,9888.422554,10027.17143,10143.32022,10248.4271,10291.73281,10348.51732,10373.45174,10431.47086,10450.76766,10462.39053,10525.04178,10630.90306,10684.54399,10755.12895,10767.06028,10741.08296,10653.51062,10410.93437,10112.9082,9764.143484,9381.390243,8931.950141,8464.071848,7994.041138,7573.108582,7114.424122,6653.548651,6196.509845,5780.523922,5364.820711,4962.670302,4521.054205,4107.316721,3690.554594,3285.155389,2913.304938,2542.955953,2216.633757,1955.027246,1716.589844,1529.691286,1364.596325,1213.697811,1106.82125,996.5754779,901.1452013,818.2515167,732.3215588,661.5400348,583.916964,504.9845752,433.8527186,360.9763078,289.3836897,226.5669534,171.5966493,126.2440915,97.04515961,79.45244228,79.45244228,79.45244228,79.45244228,79.45244228,79.45244228,79.45244228,79.45244228,79.45244228,79.45244228,79.45244228
China,Asia Pacific,2002,C,Consumption,Smooth Mean,Units,Constant 2005 PPP,91,90+,Single,Reviewed,800.7449252,759.9683268,723.1727886,699.6834927,687.5251923,693.142344,879.5929401,997.7626437,1006.713485,1021.000272,1040.508147,1057.985111,1142.864071,1241.092742,1267.669031,1323.916342,1486.684137,1509.816247,1597.706026,1886.807127,1797.232473,1638.528239,1499.101616,1319.480966,1261.096629,1268.045025,1246.303249,1242.912822,1255.162414,1268.804359,1289.170264,1295.385988,1299.793592,1296.795031,1272.296886,1278.192506,1279.809786,1290.810217,1297.274175,1309.359749,1316.065448,1319.534155,1333.384549,1332.432079,1324.806041,1307.351108,1303.005153,1290.887411,1288.40979,1301.053805,1313.976382,1316.450537,1341.253409,1364.147389,1367.504043,1392.816156,1445.159647,1473.647059,1484.528692,1485.304409,1465.948944,1427.548769,1412.875727,1407.708824,1397.332344,1397.442131,1387.861522,1354.389525,1334.395541,1329.907635,1380.145489,1522.514997,1616.749569,1623.964798,1576.755335,1443.41988,1276.975072,1239.225414,1285.225947,1314.721807,1336.715371,1322.422775,1256.386813,1189.569744,1160.889099,1143.009039,1155.025568,1157.360754,1139.658167,1115.451744,1004.199875,1004.199875,1004.199875,1004.199875,1004.199875,1004.199875,1004.199875,1004.199875,1004.199875,1004.199875,1004.199875
China,Asia Pacific,2002,YL,Labor Income,Smooth Mean,Units,Constant 2005 PPP,91,90+,Single,Reviewed,0,0,0,0,0,0,0,0,0,0,5.927512869,29.18920606,65.25421959,104.5902909,154.7688087,216.0621544,278.7423685,356.7394484,479.9005122,645.7348584,852.96031,1118.630933,1429.745103,1750.870686,2037.515442,2250.640832,2396.634489,2505.862265,2604.67414,2724.949529,2857.904335,2993.385026,3112.799947,3180.633608,3207.372918,3244.357185,3274.138392,3311.805636,3375.542375,3452.390288,3519.408007,3572.310142,3568.483071,3524.87342,3450.461263,3331.349503,3193.706877,3084.570046,2966.815405,2828.469503,2693.408274,2561.743683,2430.907621,2316.054259,2215.391654,2110.902915,1976.023416,1840.200935,1694.307613,1503.986029,1288.505685,1091.456406,914.2223217,771.8876019,676.2335677,605.3002868,527.76037,446.9973716,390.7034149,357.8911052,324.1147091,301.8297502,291.9626785,276.5510298,259.7458983,278.4409453,293.572407,282.1279566,279.898099,296.2745593,265.6722422,240.2912827,252.4984553,251.2345495,225.6917358,206.0782784,169.088965,112.9542067,70.33813469,53.93363801,82.99874178,82.99874178,82.99874178,82.99874178,82.99874178,82.99874178,82.99874178,82.99874178,82.99874178,82.99874178,82.99874178
Colombia,Americas,2008,C,Consumption,Smooth Mean,Units,Constant 2005 PPP,91,90+,Single,Reviewed,2099.544384,2072.952291,2046.360198,2191.374906,2276.198317,2378.369246,3039.392779,3725.284431,3989.275334,4079.048378,4041.01507,4210.118082,4281.665292,4462.813896,4452.421816,4514.975913,4480.464549,4421.970573,4185.346276,4049.545133,4027.661985,4018.373437,4191.730289,4022.933954,4081.779126,4165.453126,4244.039755,4254.904762,4330.528877,4276.510174,4220.02325,4269.823903,4225.272461,4257.587819,4333.689136,4280.463875,4263.803735,4290.058677,4260.634064,4290.73954,4338.737047,4423.517518,4436.872254,4488.230148,4459.144688,4485.157347,4572.815942,4568.258911,4598.241268,4632.688301,4763.641393,4689.748531,4719.745119,4787.938981,4771.386846,4809.959051,4838.472156,4857.582255,4901.19001,4948.438436,4971.316892,5010.046052,5003.905828,5014.356412,5025.937014,5031.577567,5040.805388,5044.299543,5036.252501,5033.190568,5024.449841,5012.562827,5037.912027,5066.859404,5128.35389,5199.430769,5251.795062,5286.353006,5321.534756,5301.943147,5283.425999,5262.027791,5225.522294,5167.556683,5114.823054,5077.600316,5031.598971,4995.53081,4977.60599,4962.733776,4947.861562,4947.861562,4947.861562,4947.861562,4947.861562,4947.861562,4947.861562,4947.861562,4947.861562,4947.861562,4947.861562
Colombia,Americas,2008,YL,Labor Income,Smooth Mean,Units,Constant 2005 PPP,91,90+,Single,Reviewed,0,0,0,0,0,0,0,0,145.8327656,424.9716387,713.4927109,1008.533462,1307.632904,1608.780367,1910.280841,2210.726182,2508.96941,2804.063202,3095.181803,3381.587869,3662.612352,3937.612068,4205.962979,4467.078249,4720.448181,4965.598358,5202.017678,5429.209841,5646.694373,5854.053545,6050.998207,6237.247374,6412.495269,6576.270818,6727.897738,6866.571226,6991.3642,7101.402729,7195.884887,7274.120203,7335.540012,7379.711143,7406.319769,7415.18367,7406.246971,7379.596808,7335.454097,7274.193165,7196.338909,7102.58471,6993.776912,6870.879229,6734.945708,6587.110852,6428.552187,6260.443959,6083.895986,5899.845775,5709.017042,5511.950492,5308.996185,5100.365641,4886.224426,4666.752991,4442.225936,4213.044854,3979.73153,3742.908654,3503.319747,3261.84904,3019.501656,2777.385348,2536.769668,2299.11742,2065.94102,1838.659955,1618.550771,1406.755755,1204.237608,1011.731458,829.7380165,660.7178906,507.2042522,363.6027754,229.7491189,148.7458051,119.1034212,104.1545685,134.5628511,195.1217757,248.1892463,248.1892463,248.1892463,248.1892463,248.1892463,248.1892463,248.1892463,248.1892463,248.1892463,248.1892463,248.1892463
Costa Rica,Americas,2004,C,Consumption,Smooth Mean,Units,Constant 2005 PPP,91,90+,Single,Reviewed,3209.229399,3010.73396,2898.632011,2992.259236,2995.810515,3524.114829,3918.515721,4106.312541,4320.701665,4451.271786,4454.631341,4586.28164,4833.117536,5049.938449,5252.078342,5606.454407,5621.025624,5683.062764,6044.478398,6277.896229,6566.810939,7100.53494,7111.200256,7106.997933,7272.686058,7257.465514,7341.570274,7312.734653,7398.945545,7127.574406,7087.648718,7116.546244,6892.710162,7014.073716,7150.720171,6952.989555,7120.976758,6997.4167,6906.729655,6902.560318,6860.317026,6704.6232,6474.596147,6360.637719,6509.172232,6665.21354,6700.073394,6871.268371,7095.685097,7140.015995,7352.306532,7548.348989,7792.808991,8043.509216,8077.863889,8186.274797,8311.322388,8351.274736,8282.778671,8194.947399,8044.215026,7881.530432,7803.368571,7726.6355,7709.165131,7718.638433,7601.909183,7605.933925,7591.019743,7547.288919,7522.404386,7468.806687,7486.136979,7475.004437,7486.989192,7507.842658,7515.206213,7506.847656,7480.462939,7469.640374,7480.389737,7498.885834,7509.358657,7524.581461,7544.253305,7562.7729,7585.222796,7610.880918,7634.638957,7659.819912,7706.63244,7706.63244,7706.63244,7706.63244,7706.63244,7706.63244,7706.63244,7706.63244,7706.63244,7706.63244,7706.63244
Costa Rica,Americas,2004,YL,Labor Income,Smooth Mean,Units,Constant 2005 PPP,91,90+,Single,Reviewed,0,0,0,0,0,0,0,0,0,0,0,0,25.94241093,59.18862364,126.5715928,268.6817285,540.4731131,946.6779695,1476.040094,2097.754874,2829.17994,3619.778148,4388.969449,5124.905189,5829.149535,6447.818309,7017.760916,7516.116264,7921.02911,8261.000694,8526.102689,8760.61674,8940.041944,9075.9365,9196.764597,9328.203334,9486.6359,9633.850521,9726.582244,9791.263684,9867.228137,9957.828875,10061.50155,10088.76966,10067.8927,10047.86207,10028.99635,9986.081141,9866.987294,9657.495594,9431.693457,9214.207854,8956.894165,8618.462529,8298.479997,7829.129718,7412.956905,7040.477411,6744.242525,6292.690216,5861.275621,5546.016861,5199.075746,4860.780121,4483.940242,4094.544002,3712.632326,3297.604623,2892.903521,2537.915589,2193.724556,1871.46084,1612.358,1418.81945,1276.258563,1130.499889,1007.454231,894.2265561,795.0268696,693.6286449,592.3183075,527.4479889,441.617371,350.3394076,259.2248152,168.3532301,84.96685521,68.91444043,8.280748451,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,Africa,2005,C,Consumption,Smooth Mean,Units,Constant 2005 PPP,91,90+,Single,Reviewed,368.4722511,369.0468744,370.1317781,373.4644567,382.4725972,401.1910072,431.6888825,472.7435566,521.2094124,573.7962687,627.5446077,679.7729483,728.7922608,774.9715753,820.2448624,866.1177903,912.0993688,955.9489746,995.883479,1032.560863,1068.197438,1103.23038,1133.402397,1151.715357,1156.092833,1152.538776,1148.092135,1143.607206,1134.47506,1117.473626,1095.155813,1073.224599,1056.252047,1045.717471,1039.418269,1032.355408,1018.757943,994.574615,961.5256438,927.9446888,902.0059165,885.7276803,874.9073032,862.8513535,847.6635711,834.5081614,828.7822031,831.5428759,839.6572826,848.9242988,857.7767216,866.3339379,873.0178754,874.057176,868.3407562,860.6747936,856.9534797,859.3342085,865.169749,869.6344916,870.3640784,867.9484786,864.1372362,860.4992403,856.6435884,850.5892827,841.6811371,831.5168779,822.3464449,815.0684565,808.9671237,802.9887714,796.9566927,792.2742054,790.4425411,789.9831388,786.9679868,779.0024256,768.7493027,761.6731763,759.3491464,759.1858822,757.5930805,751.2411727,738.9560764,723.1252195,723.1252195,723.1252195,723.1252195,723.1252195,723.1252195,723.1252195,723.1252195,723.1252195,723.1252195,723.1252195,723.1252195,723.1252195,723.1252195,723.1252195,723.1252195
