country,Group,year,varName,Name,type,Units,Nominal,NageGroups,last age,single,status,age0,age1,age2,age3,age4,age5,age6,age7,age8,age9,age10,age11,age12,age13,age14,age15,age16,age17,age18,age19,age20,age21,age22,age23,age24,age25,age26,age27,age28,age29,age30,age31,age32,age33,age34,age35,age36,age37,age38,age39,age40,age41,age42,age43,age44,age45,age46,age47,age48,age49,age50,age51,age52,age53,age54,age55,age56,age57,age58,age59,age60,age61,age62,age63,age64,age65,age66,age67,age68,age69,age70,age71,age72,age73,age74,age75,age76,age77,age78,age79,age80,age81,age82,age83,age84,age85,age86,age87,age88,age89,age90,age91,age92,age93,age94,age95,age96,age97,age98,age99,age100
Canada,Americas,2006,C,Consumption,Mean,Units,Constant 2010 PPP,91,90+,Single,Reviewed,18014.87849,13331.5726,13634.29917,13909.70523,17959.00971,18661.6243,21237.72941,22230.31672,22965.7083,21865.49914,23525.53547,23560.36017,23779.7424,23564.71342,25163.0416,26057.87833,25806.82547,25695.91267,27947.45199,27923.02689,28231.10802,27637.88447,28181.72713,27302.98459,26982.61579,27077.98973,27202.19945,26435.06592,26768.18414,26403.64714,25957.66427,24483.54921,25905.6025,25182.53661,26178.1505,24746.15197,24029.68863,28015.11647,26336.36604,25988.07929,25386.32461,25890.15579,23981.57994,24452.37712,24382.03577,24177.1419,24324.32338,23918.75401,25084.62444,24575.54969,24152.16053,24295.7834,25589.18792,26200.81791,26039.70347,27278.86436,27424.34635,26538.26517,26850.81465,25371.46313,26292.54487,26087.28642,26701.26534,25610.19763,26840.62473,25693.85686,24804.14026,25846.45685,25177.43986,23740.94208,25174.9411,26132.37845,28644.32152,27863.09904,27756.53539,27326.76583,26127.33092,24884.47931,25440.22386,26339.20459,25233.33432,29447.78035,31100.2551,32694.40876,31920.03738,31661.2818,31688.67428,37878.70103,39992.64291,50295.46303,34383.75434,34383.75434,34383.75434,34383.75434,34383.75434,34383.75434,34383.75434,34383.75434,34383.75434,34383.75434,34383.75434
Canada,Americas,2006,YL,Labor Income,Mean,Units,Constant 2010 PPP,91,90+,Single,Reviewed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.9384369,1337.228215,2437.525905,3896.546305,7338.35677,10281.92088,11845.3203,13786.23536,15048.39789,17631.0833,21103.84118,21838.62797,25417.12949,25838.11035,30927.63574,30411.91952,30169.96365,29351.09971,29483.10081,38805.15785,35160.7684,34824.87209,40169.36236,32556.2162,36875.325,34938.88499,40239.83021,49284.11942,35522.80767,38509.94973,36213.20532,39262.19267,38146.51818,46812.63073,40252.34987,37601.09656,37532.39125,45521.83676,34992.70097,34977.19206,32193.60605,39034.44763,26951.72839,30012.10815,28842.61797,22670.30327,19965.46879,24823.32219,18404.11132,21392.6845,14221.1422,11855.68669,9655.906517,5899.118715,6142.814893,4224.636965,4938.707694,9976.791822,13021.6905,1493.908653,3169.455595,370.7801361,1330.878276,854.8496798,9726.777702,2618.928979,3609.28148,2319.251929,4258.157587,9572.360226,0,2601.855343,0,5732.609682,135.276244,5.434674673,5.434674673,5.434674673,5.434674673,5.434674673,5.434674673,5.434674673,5.434674673,5.434674673,5.434674673,5.434674673
Chile,Americas,1997,C,Consumption,Smooth Mean,Units,Constant 2010 PPP,91,90+,Single,Reviewed,2584.786329,3824.221507,5107.008813,5246.079807,5415.252105,5782.691536,6221.836288,6315.565518,6730.744912,6924.398559,7285.423264,7448.542351,7788.201033,7958.021368,8260.354064,8547.086531,8867.644018,9060.004157,9048.286958,8794.92527,8975.370239,9145.719848,9337.296414,9278.546299,9250.796751,9218.079173,9185.811237,9158.546824,9167.302983,9190.306782,9224.659326,9238.147991,9267.537118,9391.176765,9522.207476,9656.53876,9779.401868,9901.463431,10009.79616,10104.94058,10224.17641,10335.38764,10447.46777,10302.77619,10154.11735,9989.204036,9830.454719,9688.281235,9932.554703,10179.13017,10441.81921,10707.1972,10957.31898,10885.98428,10825.04898,10760.90141,10672.38889,10592.6347,10511.19346,10403.83948,10305.09434,10218.84248,10140.36063,10060.00257,9989.374722,9920.981674,9850.456932,9778.052112,9883.044498,9975.048734,10038.87634,10085.45322,10114.49238,10117.73159,10161.27525,10223.99406,10318.01066,10397.29226,10497.77039,10509.47713,10516.31453,10496.18797,10481.9977,10455.78296,10441.28713,10405.90659,10342.27992,10298.83625,10233.23539,10093.66226,9963.039529,9963.039529,9963.039529,9963.039529,9963.039529,9963.039529,9963.039529,9963.039529,9963.039529,9963.039529,9963.039529
Chile,Americas,1997,YL,Labor Income,Smooth Mean,Units,Constant 2010 PPP,91,90+,Single,Reviewed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595.2133165,923.2848011,1387.736938,1973.964215,2701.716399,3524.073177,4437.680117,5408.42568,6425.712764,7479.062214,8496.407227,9432.420789,10248.02732,10969.08809,11566.82007,12024.26618,12331.54622,12536.85072,12712.76088,12860.01795,12993.27572,13048.18005,13120.17323,13151.78586,13225.34431,13249.8094,13264.54524,13343.97644,13478.19069,13546.19833,13635.68815,13650.81506,13617.8802,13506.85326,13199.30751,12821.46064,12379.28584,11894.01933,11324.20515,10731.01445,10135.09484,9601.423412,9019.888941,8435.576635,7856.128572,7328.728635,6801.68713,6291.828292,5731.93362,5207.384326,4679.000294,4165.022529,3693.578923,3224.038921,2810.317456,2478.644558,2176.346178,1939.390353,1730.077809,1538.763963,1403.262524,1263.489493,1142.50001,1037.40481,928.4601274,838.7211024,740.3081504,640.2352044,550.0520168,457.6570289,366.8896732,287.2486545,217.5555874,160.0561992,123.036882,100.732286,100.732286,100.732286,100.732286,100.732286,100.732286,100.732286,100.732286,100.732286,100.732286,100.732286
China,Asia Pacific,2002,C,Consumption,Smooth Mean,Units,Constant 2010 PPP,91,90+,Single,Reviewed,848.9829406,805.7499019,766.7377481,741.8334236,728.9426896,734.8982265,932.5808723,1057.869287,1067.35934,1082.506783,1103.189841,1121.719642,1211.711832,1315.857937,1344.03522,1403.670949,1576.244108,1600.76973,1693.954115,2000.471077,1905.500318,1737.235516,1589.409634,1398.96838,1337.066887,1344.433864,1321.382333,1317.787662,1330.775187,1345.238941,1366.831718,1373.421886,1378.095011,1374.915811,1348.941864,1355.192644,1356.907351,1368.570464,1375.42382,1388.237447,1395.347106,1399.024773,1413.709534,1412.699686,1404.614245,1386.107802,1381.500041,1368.652309,1366.025432,1379.43114,1393.132192,1395.755393,1422.052426,1446.325572,1449.884435,1476.721387,1532.218124,1562.421658,1573.958817,1574.781264,1554.259798,1513.546341,1497.989374,1492.51121,1481.509636,1481.626037,1471.468279,1435.97988,1414.78143,1410.023167,1463.28742,1614.23347,1714.144868,1721.794753,1671.741324,1530.37355,1353.901871,1313.878119,1362.64979,1393.922522,1417.241011,1402.087408,1332.073346,1261.23112,1230.822713,1211.865533,1224.605955,1227.081815,1208.312799,1182.648146,1064.694307,1064.694307,1064.694307,1064.694307,1064.694307,1064.694307,1064.694307,1064.694307,1064.694307,1064.694307,1064.694307
China,Asia Pacific,2002,YL,Labor Income,Smooth Mean,Units,Constant 2010 PPP,91,90+,Single,Reviewed,0,0,0,0,0,0,0,0,0,0,6.284594694,30.94760543,69.18522677,110.8909591,164.0923023,229.0780465,295.534206,378.2299414,508.810403,684.6348467,904.3438548,1186.018855,1515.874986,1856.345632,2160.258276,2386.222644,2541.011167,2656.818979,2761.583422,2889.104372,3030.068566,3173.710806,3300.319453,3372.23951,3400.589634,3439.801886,3471.377155,3511.313526,3578.88986,3660.367201,3731.422163,3787.511198,3783.453578,3737.216818,3658.321968,3532.034744,3386.100331,3270.388942,3145.540594,2998.860537,2855.663027,2716.066774,2577.348961,2455.576668,2348.850004,2238.066716,2095.061883,1951.057262,1796.375119,1594.588291,1366.127104,1157.207295,969.2963775,818.3872112,716.9708417,641.7644389,559.553407,473.9251304,414.2399456,379.4509756,343.6398411,320.0124045,309.5509264,293.2108579,275.3933614,295.2146247,311.2576272,299.1237468,296.7595595,314.122561,281.6767167,254.766772,267.7093221,266.3692769,239.2877276,218.4927276,179.2751252,119.7587291,74.57540416,57.18267725,87.99870427,87.99870427,87.99870427,87.99870427,87.99870427,87.99870427,87.99870427,87.99870427,87.99870427,87.99870427,87.99870427
Colombia,Americas,2008,C,Consumption,Smooth Mean,Units,Constant 2010 PPP,91,90+,Single,Reviewed,2289.805827,2260.803949,2231.802071,2389.958062,2482.468201,2593.897895,3314.823609,4062.871002,4350.784853,4448.693161,4407.213262,4591.640447,4669.671291,4867.235643,4855.90183,4924.124602,4886.485804,4822.691085,4564.623812,4416.516322,4392.650115,4382.519836,4571.586347,4387.493628,4451.671371,4542.927937,4628.636115,4640.485712,4722.96291,4664.049014,4602.443226,4656.75683,4608.168121,4643.411909,4726.409553,4668.361001,4650.191112,4678.825287,4646.734205,4679.567849,4731.914908,4824.378214,4838.943161,4894.955125,4863.233931,4891.603866,4987.206114,4982.236123,5014.935492,5052.504127,5195.324233,5114.735175,5147.450064,5221.823677,5203.771582,5245.839214,5276.936186,5297.778049,5345.337553,5396.867648,5421.819359,5464.058169,5457.361515,5468.759135,5481.389176,5487.540877,5497.604926,5501.415722,5492.639455,5489.300049,5479.767234,5466.803015,5494.449368,5526.019966,5593.087104,5670.604994,5727.714557,5765.404155,5803.774087,5782.40708,5762.211901,5738.874581,5699.060943,5635.842467,5578.330099,5537.734223,5487.56422,5448.22755,5428.678377,5412.458437,5396.238498,5396.238498,5396.238498,5396.238498,5396.238498,5396.238498,5396.238498,5396.238498,5396.238498,5396.238498,5396.238498
Colombia,Americas,2008,YL,Labor Income,Smooth Mean,Units,Constant 2010 PPP,91,90+,Single,Reviewed,0,0,0,0,0,0,0,0,159.0481815,463.4827164,778.1496686,1099.927115,1426.131053,1754.568604,2083.391155,2411.062957,2736.333091,3058.168385,3375.668254,3688.028538,3994.519558,4294.439843,4587.108807,4871.886434,5148.216838,5415.582609,5673.42633,5921.206726,6158.399782,6384.549914,6599.34177,6802.468902,6993.597821,7172.214768,7337.582172,7488.822299,7624.924056,7744.934315,7847.97848,7933.303506,8000.2892,8048.463135,8077.483043,8087.150194,8077.403648,8048.338438,8000.195499,7933.38308,7848.473645,7746.223408,7627.555409,7493.520696,7345.268831,7184.037129,7011.109823,6827.767569,6635.220757,6434.491852,6226.370153,6011.445363,5790.099267,5562.56255,5329.015784,5089.65577,4844.781996,4594.832445,4340.376186,4082.092339,3820.791801,3557.438935,3293.129946,3029.072974,2766.652619,2507.464241,2253.157314,2005.27996,1765.224405,1534.236451,1313.366039,1103.414914,904.9291641,720.5923757,553.167278,396.5525854,250.569064,162.2252017,129.8966147,113.5930918,146.7569835,212.803779,270.6802421,270.6802421,270.6802421,270.6802421,270.6802421,270.6802421,270.6802421,270.6802421,270.6802421,270.6802421,270.6802421
Costa Rica,Americas,2004,C,Consumption,Smooth Mean,Thousands,Constant 2010 PPP,91,90+,Single,Reviewed,4.94991121,4.643752106,4.470846206,4.615256715,4.620734204,5.435590084,6.043913501,6.33357107,6.664244572,6.865635757,6.870817529,7.073874778,7.454594139,7.789018431,8.100798736,8.647387913,8.66986254,8.765548542,9.322995541,9.683018898,10.12864057,10.95185576,10.96830593,10.96182428,11.21738142,11.19390528,11.32362835,11.27915232,11.41212389,10.9935614,10.93198007,10.97655158,10.6313071,10.81849809,11.0292614,10.72428196,10.9833852,10.79280633,10.65293075,10.64649997,10.58134397,10.34120202,9.986408592,9.810639264,10.0397387,10.28041661,10.3341844,10.59823531,10.94437537,11.01275129,11.34018794,11.64256357,12.01961835,12.40629805,12.45928665,12.62649949,12.81937273,12.88099518,12.77534694,12.6398761,12.40738669,12.15646219,12.03590543,11.91755245,11.89060617,11.90521778,11.72517474,11.7313825,11.70837888,11.64092852,11.60254664,11.51987762,11.54660784,11.52943703,11.5479223,11.58008665,11.59144419,11.57855196,11.53785621,11.5211635,11.5377433,11.56627166,11.58242493,11.60590456,11.63624639,11.66481099,11.69943768,11.73901273,11.7756571,11.81449617,11.88669975,11.88669975,11.88669975,11.88669975,11.88669975,11.88669975,11.88669975,11.88669975,11.88669975,11.88669975,11.88669975
Costa Rica,Americas,2004,YL,Labor Income,Smooth Mean,Thousands,Constant 2010 PPP,91,90+,Single,Reviewed,0,0,0,0,0,0,0,0,0,0,0,0,0.040013541,0.091292455,0.195223858,0.414414345,0.83362502,1.460154857,2.276642303,3.235574363,4.363723423,5.583141061,6.769540713,7.904647032,8.990872587,9.945106491,10.82418522,11.59284785,12.21738489,12.74175662,13.15064959,13.51236375,13.78910895,13.99871254,14.18507763,14.38780857,14.63217475,14.85923839,15.00226768,15.10203225,15.21919972,15.35894218,15.51884678,15.56090507,15.52870447,15.49780927,15.4687108,15.40251844,15.21882824,14.89570852,14.5474316,14.21198209,13.8151018,13.29310528,12.79956465,12.07563939,11.43373499,10.85922311,10.40231081,9.705837123,9.040423818,8.554169122,8.019047602,7.497260874,6.91602354,6.315419291,5.726359223,5.08622104,4.462010591,3.914477671,3.383597873,2.886538741,2.486898862,2.188385257,1.968499532,1.743681544,1.553896083,1.379253866,1.226248399,1.069851911,0.91359098,0.813535085,0.681150053,0.540363042,0.399828015,0.259667801,0.131052766,0.106293542,0.012772216,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,Africa,2005,C,Consumption,Smooth Mean,Units,Constant 2010 PPP,91,90+,Single,Reviewed,648.1260049,649.1367413,651.0450378,656.9070686,672.7519798,705.6768153,759.3211971,831.5345098,916.7837556,1009.281655,1103.822549,1195.689835,1281.912586,1363.13991,1442.773571,1523.461975,1604.341489,1681.47096,1751.713945,1816.227803,1878.910925,1940.532283,1993.603494,2025.815162,2033.514945,2027.26352,2019.442078,2011.553292,1995.490261,1965.585507,1926.329486,1887.753474,1857.899523,1839.36968,1828.289669,1815.866416,1791.949091,1749.411713,1691.280069,1632.212689,1586.587564,1557.954883,1538.92233,1517.71646,1491.001839,1467.862069,1457.790367,1462.646266,1476.91914,1493.219401,1508.790412,1523.842168,1535.598912,1537.426995,1527.372071,1513.88799,1507.342367,1511.529961,1521.794413,1529.647693,1530.931003,1526.682072,1519.97827,1513.5792,1506.797282,1496.148033,1480.479008,1462.600536,1446.47016,1433.668508,1422.93654,1412.420889,1401.810736,1393.574452,1390.352638,1389.54457,1384.241054,1370.229993,1352.195214,1339.748628,1335.660765,1335.37359,1332.571924,1321.399206,1299.790278,1271.944517,1271.944517,1271.944517,1271.944517,1271.944517,1271.944517,1271.944517,1271.944517,1271.944517,1271.944517,1271.944517,1271.944517,1271.944517,1271.944517,1271.944517,1271.944517
